State,IHE,Program Title,Level of Degree,Format,Alternate Route to Certification,Category of Credentialling,URL for Program
Texas,Huston-Tillotson University,Core Subjects EC-6 + Special Education Supplemental Certificate,Certificate in conjunction with a Bachelors,In Person,Yes,Dual,https://htu.edu/academics/center-for-adult-and-continuing-education-case/alternative-teacher-certification https://htu.edu/wp-content/uploads/2020/11/Certificates-Offered.pdf
Texas,LeTourneau University,"Bachelor of Science in Interdisciplinary Studies, Early Childhood- 6th Grade Certification with Special Education Supplemental Certification",Certificate in conjunction with a Bachelors,In Person,No,Dual,https://www.letu.edu/academics/education/programs-of-study.html
Texas,McMurry University,Bachelor of Science in Early Childhood Education + Minor in curriculum instruction + special ed supplemental EC12 endorsement,Certificate in conjunction with a Bachelors,In Person,No,Dual,https://mcm.edu/major/early-childhood-education/
Texas,Lubbock Christian University,Certificate Only:Special Education Certification CORE,Post Bac. Certificate,In Person,No,ECSE,https://lcu.edu/catalog/graduate-education#c789
Texas,Texas A&M University-Commerce,Post-Bacc Alternative Certification  :Special Education All Levels,Post Bac. Certificate,Hybrid,Yes,ECSE,https://www.tamuc.edu/programs/alternative-teacher-certification/
Texas,Texas Women's University,Post-Bachelor's Initial Teacher Certification-Only EC-6 Core Subjects with Special Education,Post Bac. Certificate,Online,No,Dual,https://twu.edu/teacher-education/graduate-programs/post-bachelors-initial-teacher-certification-only/
Texas,Texas Women's University,Post-Bachelor's Initial Teacher Certification-Only Special Education,Post Bac. Certificate,Online,No,ECSE,https://twu.edu/teacher-education/graduate-programs/post-bachelors-initial-teacher-certification-only/
Texas,University of Houston-Clear Lake,Post-Baccalaureate Teacher Certification Plan Core Subjects EC-6 Special Education EC-12,Post Bac. Certificate,In Person,No,Dual,https://www.uhcl.edu/academics/degrees/post-baccalaureate-certification-core-subjects-ec-6-special-education-ec-12
Texas,University of Texas of the Permian Basin,Post-Bacc Alternative Teacher Certification All Level (Grades EC-12) Special Education,Post Bac. Certificate,Online,Yes,ECSE,https://www.utpb.edu/academics/programs/teaching-certification/alternative-teacher-certification-post-baccalaureate/index
Texas,Wayland Baptist University,Alternative Certification Texas teaching certificate,Post Bac. Certificate,In Person,Yes,ECSE,https://www.wbu.edu/academics/schools/school-of-education/wayland-alternative-certification.htm
Texas,Baylor University,BSEd All Level Special Education/Master of Arts in Teaching,Integrated Bachelors/Masters,In Person,No,ECSE,https://www.baylor.edu/soe/index.php?id=984513
Texas,Sam Houston State University,BS MA4+1 Major in Interdisciplinary Studies Certificates: EC-6 Generalist and EC-12 Special Education,Integrated Bachelors/Masters,In Person,No,Dual,https://catalog.shsu.edu/undergraduate/colleges-academic-departments/education/school-of-teaching-and-learning/bs-education-ed-6-special-education-core-and-med-teaching-and-learning/
Texas,Texas Christian University,Accelerated Master's Degree in Special Education (EC-6 Undergraduate Major),Integrated Bachelors/Masters,In Person,No,Dual,https://www.tcu.edu/academics/programs/early-childhood-education.php
Texas,Trinity University,M.A.T. Teaching with Bachelor's Minor in Teaching and Supplemental Certificate for Special Education,Integrated Bachelors/Masters,In Person,No,Dual,https://www.trinity.edu/academics/departments/education/master-arts-teaching-ma
Texas,University of Houston,"Bachelor of Science, Human Development & Family Sciences – 
Special Populations M.Ed. – Dual Degree Program",Integrated Bachelors/Masters,In Person,No,ECSE,https://uh.edu/education/degree-programs/spec-ed-med/
Texas,Dallas Baptist University,Advanced Certificate in Special Education (EC-12),Graduate Certificate,In Person,No,ECSE,https://catalog.dbu.edu/graduate/grad-academic-programs/graduate-certificates/special-education
Texas,Stephen F. Austin State University,Teacher of Students with Visual Impairments Certification,Graduate Certificate,In Person,No,ECSE,https://www.sfasu.edu/edstudies/academics/certification-prep/teacher-visual-impairments
Texas,University of North Texas at Denton,All-Level Special Education (Project IMPACT) certification,Graduate Certificate,In Person,No,ECSE,https://coe.unt.edu/all-level-special-education-certification
Texas,Baylor University,MAT with Special Education (All-Level Special Education certification): SEDA,Masters,In Person,No,ECSE,https://edp.soe.baylor.edu/
Texas,Baylor University,MAT with Twice Exceptionalities (All-Level Special Education and Gifted-Talented Supplemental certifications): TWE,Masters,In Person,No,ECSE,https://www.baylor.edu/soe/index.php?id=957935
Texas,Dallas Baptist University,Master of Education in Special Education,Masters,In Person,No,ECSE,https://www.dbu.edu/graduate/degree-programs/med-special-education/
Texas,Houston Christian University,Master of Education in Curriculum and Instruction with Certification in EC-6 and Special Education EC-12,Masters,In Person,No,Dual,https://hbu.edu/college-of-education-and-behavioral-sciences/department-of-teaching-and-learning-sciences/graduate-program-campus-med-master-of-education/graduate-program-campus-med-master-of-education-curriculum-and-instruction-with-certification-in-ec-6-and-special-education-ec-12/
Texas,Lamar University,M.S. Deaf Studies Deaf Education,Masters,In Person,No,ECSE,https://www.lamar.edu/catalog/degrees-and-programs/degree-course-requirements/fc/ms-deaf-studies-deaf-ed.html
Texas,Lubbock Christian University,Master of Arts in Teaching in Special Education,Masters,In Person,No,ECSE,https://lcu.edu/graduate-education/special-education
Texas,Lubbock Christian University,MEd in Special Education,Masters,In Person,No,ECSE,https://lcu.edu/graduate-education/special-education
Texas,Our Lady of the Lake University,MAT: Elementary with Special Education Certification,Masters,In Person,No,Dual,https://www.ollusa.edu/cps/programs/teaching-ma/index.html
Texas,Prairie View A&M University,MED: Special Education Concentration,Masters,In Person,No,ECSE,https://www.pvamu.edu/education/departments/curriculum-and-instruction/graduate/
Texas,Saint Edward's University,MAT: Special Education CERTIFICATION seeking,Masters,In Person,No,ECSE,https://www.stedwards.edu/behavioral-social-sciences/teaching-learning-culture
Texas,Sam Houston State University,Master of Arts in Special Education (Low Incidence Disabilities and Autism Program) Non Thesis,Masters,In Person,No,ECSE,https://www.shsu.edu/programs/graduate/special-education-lida/
Texas,Texas A&M University-Commerce,Master of Education/Master of Science in Special Education - Option II Non-Thesis w/Initial Certification,Masters,Online,No,ECSE,https://www.tamuc.edu/programs/special-education-med-ms/
Texas,Texas A&M University-Commerce,Master's Degrees with Alternative Teacher Certification:Special Education,Masters,Hybrid,Yes,ECSE,"https://www.tamuc.edu/programs/alternative-teacher-certification/?source=universalmenu#
"
Texas,Texas A&M University-Kingsville,M.Ed. in Special Education,Masters,Online,No,ECSE,"https://www.tamuk.edu/education/departments/tbed/graduateprogram.html
"
Texas,Texas A&M University-Texarkana,Master of Science in Curriculum and Instruction- Special Education (endorsement),Masters,In Person,No,ECSE,http://catalog.tamut.edu/graduate-studies/arts-sciences-education/curriculum-instruction/special-education/#text
Texas,Texas Lutheran University,"Master of Arts in Education,  Special Education Focus",Masters,Online,No,ECSE,https://www.tlu.edu/programs/masters-education
Texas,Texas State University,Master of Education (M.Ed.) Major in Special Education (Teacher Certification CASE Concentration),Masters,In Person,No,ECSE,https://www.education.txst.edu/ci/Graduate-Programs/Special-Education.html
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Applied Behavior Analysis - Online,Masters,Online,No,ECSE,https://www.depts.ttu.edu/education/graduate/special-education/applied_behavior_analysis_med.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Autism,Masters,Online,No,ECSE,https://www.depts.ttu.edu/education/graduate/special-education/special_education_autism.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Deaf and Hard of Hearing,Masters,Online,No,ECSE,https://www.depts.ttu.edu/education/graduate/special-education/special_education_deaf_and_hard_of_hearing.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Deafblindness,Masters,Online,No,ECSE,https://www.depts.ttu.edu/education/graduate/special-education/special_education_dual_sensory_impairments.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Generic Special Education,Masters,Online,No,ECSE,https://www.depts.ttu.edu/education/graduate/special-education/special_education_generic.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Orientation and Mobility,Masters,Hybrid,No,ECSE,https://www.depts.ttu.edu/education/graduate/special-education/special_education_orientation_and_mobility.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Visual Impairment,Masters,Hybrid,No,ECSE,https://www.depts.ttu.edu/education/graduate/special-education/special_education_visual_impairment.php
Texas,Texas Women's University,MAT EC-6 Core Subjects with Special Education,Masters,Hybrid,No,Dual,https://twu.edu/teacher-education/graduate-programs/master-of-arts-in-teaching/
Texas,Texas Women's University,MS in Education of the Deaf - Online with certification,Masters,Online,No,ECSE,https://twu.edu/communication-sciences-oral-health/communication-sciences-coms/coms-programs/ms-in-education-of-the-deaf-online/
Texas,University of Houston- Victoria,Master of Education in Special Education,Masters,In Person,No,ECSE,https://www.uhv.edu/education/graduate-degrees/special-education/
Texas,University of Houston- Victoria,Master of Education in Special Education - ABA Concentration,Masters,In Person,No,ECSE,https://www.uhv.edu/education/graduate-degrees/special-education/
Texas,University of Houston- Victoria,Master of Education in Special Education - Autism Spectrum Disorder Concentration,Masters,In Person,No,ECSE,https://www.uhv.edu/education/graduate-degrees/special-education/
Texas,University of Houston- Victoria,Master of Education in Special Education - Dyslexia Concentration,Masters,In Person,No,ECSE,https://www.uhv.edu/education/graduate-degrees/special-education/
Texas,University of North Texas at Denton,"Special Education, MEd - Autism intervention",Masters,In Person,No,ECSE,https://www.unt.edu/academics/programs/autism-intervention-special-education-masters.html
Texas,University of North Texas at Denton,"Special Education, MEd - High incidence disabilities",Masters,In Person,No,ECSE,https://www.unt.edu/academics/programs/high-incidence-disabilities-special-education-masters.html
Texas,University of Texas at Arlington,Master of Education in Special Education w/Initial Special Education Certification,Masters,Online,No,ECSE,https://www.uta.edu/academics/schools-colleges/education/degrees-certifications/graduate/master-special-education-certification
Texas,University of Texas at Arlington,Master of Education in Special Education Advanced Track,Masters,Online,No,ECSE,https://www.uta.edu/academics/schools-colleges/education/degrees-certifications/graduate/master-special-education
Texas,University of Texas at San Antonio,Master of Arts Degree in Special Education,Masters,In Person,No,ECSE,https://future.utsa.edu/programs/master/special-education/#_ga=2.28421820.1405885878.1670358681-871796094.1670358681
Texas,University of Texas Rio Grande Valley,Special Education (MED) - Accelerated Online Program,Masters,Online,No,ECSE,https://www.utrgv.edu/accelerated/programs/master-of-education-in-special-education/index.htm
Texas,West Texas A & M,Master of Arts in Teaching - Special Education,Masters,In Person,No,ECSE,https://www.wtamu.edu/academics/college-education-social-sciences/department-education/programs/graduate/master-arts-teaching/index.html
Texas,West Texas A & M,Master of Arts in Teaching - Special Education - Clinical Teaching Experience,Masters,In Person,No,ECSE,https://www.wtamu.edu/academics/college-education-social-sciences/department-education/programs/graduate/master-arts-teaching/index.html
